"","chromosome","genesymbol","position","clustersize"
"485796","chr11","SDHD",112095702,16
"485797","chr11","SDHD",112095387,7
"485808","chr11","TTC12",113337138,1
"485810","chr11","RBM7",114408867,4
"485811","chr11","RBM7",114408924,1
"485813","chr11","IL10RA",117993409,1
"485875","chr11","CD3E",118315900,3
"485895","chr11","CD3E",118312823,2
"485945","chr11","CD3E",118315931,4
"485990","chr11","CD3E",118315976,1
"485994","chr11",NA,118353340,201
"486025","chr11","CD3G",118353256,1
"486027","chr11","CD3G",118352527,7
"486061","chr11","CD3G",118349934,2
"486073","chr11","CD3G",118354106,1
"486091","chr11","ATP5MG",118409835,3
"486112","chr11","ATP5MG",118407051,2
"486120","chr11","KMT2A",118525660,3
"486132","chr11","HMBS",119093510,2
"486133","chr11","SC5D",121308311,1
"486134","chr11",NA,123058713,1
"486135","chr11","LOC124902775",123084863,1
"486136","chr11","GRAMD1B",123388474,1
"486137","chr11","TBRG1",124624391,1
"486138","chr11","SPA17",124694616,1
"486139","chr11","SPA17",124694723,1
"486141","chr11","EI24",125584437,1
"486142","chr11","FAM118B",126262645,2
"486143","chr11","LOC124902786",128291327,1
"486144","chr11",NA,128326404,1
"486145","chr11","FLI1",128719319,1
"486146","chr11","APLP2",130109484,1
"486147","chr12","IQSEC3",161249,1
"486148","chr12","RHNO1",2888564,1
"486174","chr12","PARP11-AS1",3916614,4
"486197","chr12","PARP11-AS1",3909977,1
"486256","chr12","TIGAR",4353181,11
"486260","chr12",NA,5049312,1
"486261","chr12","CD9",6238244,2
"486266","chr12","CD27",6446271,2
"486270","chr12","CD27",6451021,1
"486276","chr12","GAPDH",6536927,11
"486279","chr12","GAPDH",6536585,9
"486305","chr12","GAPDH",6538146,3
"486331","chr12","GAPDH",6541042,1
"486341","chr12","GAPDH",6534670,1
"486343","chr12","GAPDH",6536516,3
"486400","chr12","COPS7A",6731572,1
"486411","chr12","USP5",6866619,1
"486414","chr12","TPI1",6893977,1
"486426","chr12","TPI1",6869119,3
"486430","chr12","TPI1",6870415,1
"486433","chr12","RPL13P5",6885861,1
"486434","chr12","ATN1",6942307,1
"486435","chr12","C12orf57",6989143,4
"486446","chr12","PTPN6",6961245,1
"486447","chr12","EMG1",6976020,1
"486448","chr12","EMG1",7020381,18
"486450","chr12","LOC112268090",8279011,1
"486451","chr12",NA,8329613,1
"486452","chr12","SNRPCP7",8340983,1
"486464","chr12",NA,8830431,1
"486465","chr12","PHC1",8939646,1
"486471","chr12","LOC374443",9657197,2
"486472","chr12","LOC374443",9658298,1
"486473","chr12",NA,9662074,2
"486477","chr12","CLEC2D",9695117,4
"486480","chr12","CLEC2D",9696415,14
"486483","chr12","CLEC2D",9693587,1
"486592","chr12","CLEC2D",9696899,1
"486608","chr12","CLEC2D",9698052,1
"486609","chr12",NA,9870582,1
"486610","chr12","CLEC12A",9985596,1
"486612","chr12","EIF2S3B",10508530,1
"486613","chr12","EIF2S3B",10506117,1
"486614","chr12","EIF2S3B",10507258,1
"486615","chr12","EIF2S3B",10506407,1
"486617","chr12","EIF2S3B",10507506,8
"486618","chr12","LINC02446",10570375,1
"486619","chr12","LINC02446",10558261,3
"486622","chr12","LOC107987435",11255117,1
"486935","chr12","PTMAP9",12111119,1
"487156","chr12","PTMAP9",12164961,4
"487280","chr12","BORCS5",12470192,1
"487281","chr12",NA,12483814,1
"487282","chr12",NA,12534193,1
"487287","chr12",NA,12697165,1
"487288","chr12","CDKN1B",12717617,2
"487290","chr12","CDKN1B",12722357,2
"487291","chr12","APOLD1",12727337,1
"487292","chr12","APOLD1",12726625,1
"487294","chr12","RPS6P1",12851077,1
"487334","chr12","RPL13AP20",12901784,2
"487364","chr12",NA,14184877,1
"487365","chr12","H2AJ",14775002,1
"487367","chr12",NA,14949827,1
"487368","chr12",NA,14942624,1
"487369","chr12","DERA",16037317,3
"487370","chr12","DERA",16037237,2
"487372","chr12","EEF1A1P16",17019714,1
"487373","chr12","PIK3C2G",18694328,14
"487378","chr12","RPL7P6",19089709,3
"487387","chr12","RPL7P6",19089893,2
"487391","chr12",NA,19385629,7
"487392","chr12","AEBP2",19508998,1
"487393","chr12","AEBP2",19520695,1
"487399","chr12","PYROXD1",21469018,1
"487402","chr12",NA,21654658,1
"487403","chr12",NA,21654579,1
"487404","chr12",NA,22276865,1
"487409","chr12","ETFRF1",25204579,1
"487410","chr12","ETFRF1",25205002,2
"487411","chr12","ETFRF1",25204007,1
"487413","chr12","FGFR1OP2",26965696,2
"487414","chr12","FGFR1OP2",26960710,1
"487415","chr12","MRPS35",27756255,1
"487416","chr12","DDX11",31104519,1
"487417","chr12","DNM1L",32727229,1
"487418","chr12","DNM1L",32727277,1
"487419","chr12","ALG10",34026187,4
"487420","chr12","ALG10B",38320485,4
"487421","chr12","PPHLN1",42441603,1
"487423","chr12","SLC38A4-AS1",46470264,1
"487427","chr12","PCED1B",47216329,1
"487428","chr12",NA,47259937,1
"487429","chr12","LINC02416",47371079,2
"487430","chr12","TMEM106C",47968680,1
"487433","chr12",NA,48149322,1
"487434","chr12",NA,48903757,1
"487435","chr12",NA,48931159,3
"487437","chr12",NA,49108587,1
"487438","chr12","TUBA1C",49273253,1
"487440","chr12","TUBA1C",49273211,2
"487441","chr12","TUBA1C",49273175,3
"487447","chr12","TMBIM6",49764746,1
"487450","chr12","TMBIM6",49741818,1
"487455","chr12","COX14",50120476,5
"487458","chr12","LARP4",50435625,1
"487459","chr12","ATF1",50819903,1
"487460","chr12","ATF1",50821125,3
"487462","chr12",NA,50930465,1
"487463","chr12","LETMD1",51059549,1
"487467","chr12","DAZAP2",51246196,1
"487470","chr12","DAZAP2",51242829,1
"487471","chr12","DAZAP2",51243797,2
"487483","chr12","KRT73-AS1",52615307,2
"487493","chr12","EIF4B",53040690,8
"487495","chr12","HIGD1AP1",53142730,1
"487497","chr12","HIGD1AP1",53142652,1
"487512","chr12","PFDN5",53297919,2
"487521","chr12","SP1",53415653,2
"487541","chr12","PCBP2",53479601,1
"487553","chr12",NA,54231986,1
"487554","chr12","HNRNPA1",54319384,2
"487557","chr12","HNRNPA1",54286016,1
"487558","chr12","HNRNPA1",54284946,1
"487561","chr12","HNRNPA1",54284303,9
"487565","chr12","HNRNPA1",54290587,1
"487566","chr12","HNRNPA1",54282867,9
"487572","chr12","HNRNPA1",54282478,1
"487577","chr12","HNRNPA1",54282216,3
"487597","chr12","HNRNPA1",54281882,12
"487608","chr12","HNRNPA1",54282626,2
"487612","chr12","HNRNPA1",54283922,4
"487618","chr12","COPZ1",54351824,3
"487621","chr12","COPZ1",54351199,1
"487622","chr12","NCKAP1L",54499436,1
"487623","chr12","NCKAP1L",54545033,1
"487624","chr12","NCKAP1L",54547470,1
"487625","chr12","LOC107984515",55004807,4
"487637","chr12","ORMDL2",55820713,2
"487638","chr12","ORMDL2",55820390,2
"487640","chr12","DGKA",55938964,1
"487641","chr12","DGKA",55954000,3
"487642","chr12","RAB5B",55991390,1
"487643","chr12","SUOX",56005163,1
"487644","chr12","SUOX",56003751,1
"487645","chr12","SUOX",56005511,1
"487646","chr12","IKZF4",56021328,1
"487654","chr12","PA2G4",56112881,3
"487667","chr12","RPL41",56162417,5
"487712","chr12","RPL41",56168002,7
"487900","chr12","MYL6",56160015,9
"487915","chr12","MYL6",56159690,2
"487975","chr12","MYL6",56160624,1
"488025","chr12","NABP2",56229623,1
"488026","chr12","HSPD1P4",56512963,31
"488031","chr12",NA,57096659,1
"488035","chr12","SHMT2",57231494,1
"488037","chr12",NA,57589690,1
"488038","chr12","TSFM",57796660,1
"488040","chr12","TSFM",57828510,1
"488044","chr12",NA,57821530,1
"488045","chr12","ATP23",57957129,1
"488046","chr12",NA,62021743,1
"488212","chr12","RPL14P1",62993249,1
"488979","chr12","RPL14P1",62965870,2
"489211","chr12","RPL14P1",62965666,5
"489928","chr12","RPL14P1",62965552,1
"490549","chr12","RXYLT1",63809547,1
"490550","chr12","PABPC1P4",63824330,1
"490551","chr12","PABPC1P4",63823286,1
"490552","chr12","PABPC1P4",63823937,1
"490553","chr12","PABPC1P4",63824127,1
"490554","chr12","CAND1",67313227,1
"490560","chr12","NUP107",68743975,1
"490562","chr12",NA,68793965,1
"490563","chr12","MDM2",68850671,1
"490564","chr12","CPSF6",69257688,1
"490565","chr12","CPSF6",69269660,1
"490566","chr12","CCT2",69592135,1
"490569","chr12","KCNMB4",70431197,1
"490570","chr12","RAB21",71786579,1
"490571","chr12","RPL31P48",73649095,1
"490572","chr12","GLIPR1",75499712,1
"490573","chr12","GLIPR1",75499668,1
"490574","chr12","GLIPR1",75498993,1
"490575","chr12",NA,75506624,2
"490577","chr12",NA,76059881,1
"490578","chr12","LOC105369850",76600547,1
"490681","chr12","RPL21P98",76718172,1
"490758","chr12",NA,79800786,1
"490760","chr12","BTG1-DT",92146903,2
"490761","chr12","NUDT4",93399874,1
"490762","chr12","NUDT4",93402273,4
"490763","chr12","MRPL42",93501401,7
"490769","chr12","MRPL42",93502662,1
"490771","chr12","CRADD",93850717,1
"490774","chr12","RPL14P4",95138577,1
"490782","chr12",NA,95467870,5
"490783","chr12","METAP2",95483268,2
"490784","chr12","METAP2",95494225,1
"490787","chr12","SNRPF",95861195,1
"490792","chr12","ELK3",96198955,1
"490793","chr12","ELK3",96269836,1
"490795","chr12","RNU6-36P",97721823,3
"490797","chr12","SLC25A3",98594123,1
"490798","chr12","SLC25A3",98594068,1
"490801","chr12","RPS27P23",101424760,2
"490802","chr12",NA,101800629,1
"490803","chr12","PARPBP",102164497,1
"490804","chr12",NA,102912078,1
"490805","chr12","HSP90B1",103947914,3
"490806","chr12","HSP90B1",103932416,1
"490837","chr12","LOC643576",104032406,1
"491052","chr12","NOPCHAP1",104994627,1
"491053","chr12","NOPCHAP1",104994706,2
"491055","chr12","ST13P3",106016984,1
"491056","chr12","TCP11L2",106323901,1
"491057","chr12","ABTB3",107441422,1
"491061","chr12",NA,108647509,1
"491062","chr12",NA,109938416,1
"491063","chr12",NA,110429776,1
"491102","chr12","RPL31P49",110497214,1
"491107","chr12","RPL31P49",110461219,2
"491172","chr12","MAPKAPK5",111897888,1
"491173","chr12","MAPKAPK5",111902225,1
"491174","chr12","ERP29",112030967,1
"491175","chr12","ERP29",112022997,5
"491177","chr12","RN7SKP71",112267220,1
"491182","chr12",NA,112406035,5
"491184","chr12",NA,112408673,1
"491185","chr12","OAS1",112917136,1
"491186","chr12","OAS1",112911113,1
"491187","chr12","OAS2",112979544,1
"491188","chr12","OAS2",112987996,1
"491197","chr12","RFC5",118032223,11
"491199","chr12","RFC5",118016985,1
"491200","chr12","PEBP1",118145557,5
"491202","chr12","RPS2P5",118246206,1
"491214","chr12","RPS2P5",118246810,2
"491216","chr12","SUDS3",118391243,1
"491218","chr12","LOC100287653",119196110,15
"491219","chr12","PRKAB1",119681597,2
"491220","chr12","BICDL1",120014863,2
"491221","chr12","BICDL1",120010944,1
"491222","chr12",NA,120199205,1
"491223","chr12","PXN-AS1",120213234,1
"491228","chr12","NME2P1",120282689,1
"491760","chr12","RNF10",120576860,1
"491761","chr12","ACADS",120737031,1
"491763","chr12","RPL12P33",120917312,1
"491765","chr12","LOC124900320",121107504,1
"491766","chr12",NA,121240573,1
"491768","chr12","ORAI1",121628259,1
"491769","chr12","SETD1B",121832640,1
"491774","chr12","PSMD9",121899842,1
"491780","chr12","OGFOD2",122980015,1
"491781","chr12","MTRFR",123257945,6
"491782","chr12","SNRNP35",123466370,5
"491786","chr12","TMED2",123597282,1
"491788","chr12","AACS",125143301,1
"491790","chr12",NA,125147124,1
"491792","chr12","RAN",130883091,1
"491794","chr12","RAN",130877659,13
"491806","chr12","RAN",130875932,3
"491809","chr12","PUS1",131929389,1
"491826","chr12","RPS11P5",132826276,1
"491827","chr12","RPS11P5",132826000,1
"491835","chr12","RPS11P5",132826034,1
"491870","chr12","LOC124903064",132983547,1
"491871","chr13","TERF1P5",18682004,1
"491872","chr13","FAM207BP",18697665,3
"491873","chr13",NA,20729139,1
"491910","chr13","RPSAP54",20961575,2
"492062","chr13","RPSAP54",20961455,7
"492958","chr13","RPSAP54",20962002,2
"492990","chr13","RPSAP54",20961345,1
"493421","chr13","SAP18",21148370,3
"493422","chr13","SAP18",21147400,4
"493424","chr13","SAP18",21140664,1
"493425","chr13","SAP18",21146925,2
"493426","chr13","SAP18",21147614,8
"493428","chr13","SAP18",21147315,1
"493430","chr13","SAP18",21147346,7
"493433","chr13",NA,21216650,2
"493435","chr13","LOC124903254",22803685,21
"493436","chr13","RPL7AP73",22803644,5
"493440","chr13",NA,22883986,1
"493441","chr13","HMGA1P6",23135902,6
"493442","chr13","SPATA13",24263684,1
"493443","chr13","NUS1P3",24332100,1
"493444","chr13",NA,24500389,1
"493448","chr13",NA,26036912,1
"493938","chr13","RPL21",27257202,1
"494142","chr13","POLR1D",27650798,2
"494146","chr13","POLR1D",27666274,4
"494148","chr13","POLR1D",27650166,1
"494151","chr13","POLR1D",27682382,3
"494152","chr13","POLR1D",27665774,2
"494154","chr13","ATP5F1EP2",27945381,1
"494157","chr13","POMP",28678095,1
"494166","chr13","POMP",28678332,1
"494167","chr13",NA,30307341,1
"494170","chr13","UBE2L5",30428156,1
"494173","chr13","UBE2L5",30428379,2
"494174","chr13",NA,30461511,1
"494175","chr13","ALOX5AP",30785824,2
"494176","chr13","ALOX5AP",30814496,1
"494179","chr13","ALOX5AP",30764076,1
"494183","chr13","ALOX5AP",30745168,1
"494184","chr13","PDS5B",32773324,1
"494185","chr13","RFC3",33837508,1
"494186","chr13","RFC3",33837485,1
"494187","chr13","EXOSC8",37009373,3
"494190","chr13","UFM1",38360137,1
"494192","chr13","UFM1",38362288,1
"494195","chr13","UFM1",38361989,1
"494196","chr13",NA,40492370,1
"494199","chr13","WBP4",41083988,1
"494200","chr13","KBTBD6-DT",41176311,2
"494201","chr13","NAA16",41376967,1
"494211","chr13",NA,41506527,1
"494229","chr13","LINC02341",42486799,1
"494236","chr13","DNAJC15",43068987,1
"494263","chr13","GPALPP1",45030273,1
"494264","chr13","GTF2F2",45284026,4
"494265","chr13","TPT1-AS1",45350297,1
"494266","chr13",NA,46126189,1
"494267","chr13",NA,46147010,1
"494275","chr13",NA,47012162,1
"494276","chr13","ITM2B",48262027,1
"494308","chr13","PSME2P2",48771457,6
"494329","chr13","SETDB2-PHF11",49513135,1
"494330","chr13","SETDB2-PHF11",49502711,1
"494331","chr13","ARL11",49630100,1
"494350","chr13","DLEU1",50173169,1
"494351","chr13","DLEU1",50173515,2
"494362","chr13","DLEU1",50173452,4
"494363","chr13","INTS6-AS1",51454275,1
"494369","chr13","WDFY2",51760488,1
"494430","chr13","HNRNPA1L2",52678706,1
"494483","chr13","HNRNPA1L2",52643067,1
"494555","chr13","HNRNPA1L2",52643354,4
"494559","chr13","SUGT1",52680025,3
"494560","chr13","SUGT1",52687875,4
"494561","chr13",NA,54440927,1
"494562","chr13",NA,54440967,1
"494568","chr13","H3P36",71675700,12
"494641","chr13","H3P36",71675759,11
"494677","chr13","H3P36",71675424,2
"494696","chr13",NA,75868666,1
"494725","chr13","PTMAP5",81690024,1
"494734","chr13","PTMAP5",81690185,2
"494772","chr13","UBBP5",87261601,1
"494791","chr13",NA,95629431,2
"494846","chr13","MBNL2",97213323,1
"494847","chr13","RAP2A",97436364,1
"494848","chr13","IPO5",98021868,2
"494849","chr13","IPO5",98022485,6
"494851","chr13","IPO5",98035619,1
"494852","chr13","IPO5",98024284,2
"494853","chr13","UBAC2",99205840,1
"494855","chr13","UBAC2",99205938,3
"494857","chr13","TM9SF2",99541635,1
"494858","chr13","CLYBL",99871433,1
"494859","chr13","METTL21EP",102892541,1
"494860","chr13","TNFSF13B",108307058,1
"494862","chr13","TFDP1",113639582,1
"494863","chr14","RPL22P20",18692488,1
"494864","chr14","PARP2",20355804,2
"494866","chr14","APEX1",20457751,6
"494867","chr14",NA,20491459,1
"494868","chr14","METTL17",20997992,1
"494869","chr14",NA,21213311,1
"494870","chr14",NA,21221558,1
"494872","chr14","TOX4",21487866,4
"494875","chr14","TOX4",21496748,1
"494886","chr14","TRA",21644486,1
"494894","chr14","TRA",21643379,1
"494903","chr14","TRA",21712604,5
"494906","chr14","TRA",21712771,2
"494968","chr14","TRA",21788546,1
"495022","chr14","TRA",21852831,1
"495029","chr14","TRA",21862533,2
"495055","chr14","TRA",21878932,2
"495064","chr14","TRA",21895325,6
"495077","chr14","TRA",21895155,3
"495085","chr14","TRA",21918858,2
"495092","chr14","TRA",21918490,1
"495161","chr14","TRA",21997954,1
"495169","chr14","TRA",22008176,23
"495214","chr14","TRA",22086891,1
"495234","chr14","TRA",22124075,2
"495235","chr14","TRA",22124111,2
"495274","chr14","TRA",22175470,1
"495286","chr14","TRA",22221864,1
"495289","chr14","TRA",22222225,1
"495300","chr14","TRA",22230152,4
"495313","chr14","TRA",22281962,3
"495314","chr14","TRA",22281541,2
"495318","chr14","TRA",22465623,1
"495325","chr14","TRA",22320688,1
"495329","chr14","TRA",22580950,2
"495330","chr14","TRA",22491806,1
"495331","chr14","TRA",22547603,1
"495335","chr14","TRA",22501709,2
"495336","chr14","TRA",22508481,5
"495345","chr14","TRA",22532686,3
"495352","chr14","C14orf119",23098474,5
"495355","chr14","C14orf119",23098624,1
"495361","chr14","THTPA",23559816,1
"495366","chr14","DHRS4",23964971,1
"495384","chr14","PSME1",24138234,1
"495394","chr14","PSME1",24137206,2
"495396","chr14","PSME1",24138801,1
"495406","chr14","SCFD1",30658411,1
"495407","chr14","RPL27P1",30821579,2
"495411","chr14",NA,34793983,1
"495417","chr14","PRORP-PSMA6",35293789,1
"495420","chr14","DNAJC8P1",35430997,3
"495423","chr14","PNN",39179105,1
"495424","chr14","HNRNPUP1",43300938,6
"495425","chr14","HNRNPUP1",43300638,1
"495428","chr14","HNRNPUP1",43300909,2
"495430","chr14","DNAJC19P9",45290498,2
"495442","chr14","RN7SL1",49588818,1
"495443","chr14","RN7SL1",49615670,1
"495444","chr14",NA,49590500,2
"495451","chr14",NA,49822411,1
"495465","chr14","ARF6",49897040,1
"495466","chr14","ARF6",49916654,1
"495467","chr14","DMAC2L",50322820,1
"495470","chr14","TMX1",51254556,1
"495471","chr14","GNG2",51967427,8
"495476","chr14","RTRAF",52004711,5
"495477","chr14","RTRAF",52024895,1
"495479","chr14","RTRAF",52032823,2
"495482","chr14","PSMC6",52727975,12
"495484","chr14","PSMC6",52719024,4
"495488","chr14","CDKN3",54411512,1
"495489","chr14","CDKN3",54420204,4
"495490","chr14","CDKN3",54420160,1
"495491","chr14","CGRRF1",54538546,1
"495492","chr14","MAPK1IP1L",55065908,2
"495509","chr14","UBE2L1",55229382,1
"495533","chr14","UBE2L1",55263479,1
"495566","chr14","UBE2L1",55229605,2
"495596","chr14","UBE2L1",55234459,1
"495598","chr14","RPL13AP3",55766795,4
"495602","chr14","ACTR10",58234776,3
"495603","chr14","ACTR10",58234803,4
"495606","chr14","PSMA3",58252836,1
"495607","chr14","PSMA3",58252814,1
"495608","chr14","PSMA3",58271989,4
"495610","chr14","KIAA0586",58433483,1
"495611","chr14","KIAA0586",58515490,1
"495670","chr14","RPL31P4",58794883,4
"495738","chr14","RPL31P4",58794780,1
"495743","chr14","JKAMP",59505360,1
"495744","chr14","RMB8AP1",60398347,1
"495746","chr14","MNAT1",60734946,2
"495757","chr14","PRKCH",61549818,1
"495758","chr14","HIF1A",61747984,1
"495850","chr14","CHURC1-FNTB",64943909,3
"495883","chr14",NA,65075344,1
"495884","chr14","FUT8",65744096,1
"495887","chr14","RAD51B",67865512,1
"495888","chr14","RAD51B",68595912,1
"495889","chr14","EXD2",69242259,2
"495893","chr14","SRSF5",69771914,3
"495898","chr14","SRSF5",69771225,1
"495899","chr14","SRSF5",69771045,4
"495902","chr14","SRSF5",69771787,2
"495906","chr14","SMOC1",69885612,1
"495907","chr14","LOC101928046",70280043,1
"495908","chr14","TTC9",70672699,2
"495909","chr14","TTC9",70672327,1
"495910","chr14","RPL41P4",74021608,1
"495911","chr14","LIN52",74201251,1
"495912","chr14","LIN52",74201213,2
